"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22"
"800","city","Seattle","driving","","Washington","United States",100,91.43,105.28,128.93,150.42,141.85,108.22,123.71,145.34,149.76,153.1,159.6,146.06,108.72,132.12,138.89,138.23,143.06,162.97,142.48,100.12,128.32,131.85,148.3,164,168.64,152.01,117.18,133.89,138.72,140.45,149.84,173.7,145.92,116.91,134.13,138.51,140.62,145.04,157.15,146.45,108.6,126.8,136.55,142.72,154.23,166.7,154.1,113.82,124.53,126.05,128.11,124.27,133.98,124.09,94.17,111.49,111.23,107.96,103.41,105.68,92.01,73.69,83.85,77.18,76.27,76.65,82.7,67.93,51.79,61.44,59.44,56.51,50.48,54.29,47.93,43.16,49.1,52.05,53.83,52.99,58.93,54.44,44.38,54.43,56.21,58.36,60.26,67.15,59.7,44.89,57.45,59.67,63.98,65.95,72.16,63.04,56.46,65.27,61.34,61.09,65.62,74.79,69.68,57.89,65.61,67.11,69.1,72.43,84.28,71.53,63.05,72.73,80.3,77.21,85.33,100.16,97.42,76.31,NA,NA,87.1,90.15,109.22,90.43,80.87,93.04,96.05,94.78,97.15,115.62,105.36,91.17,78.55,100.3,107.78,109.49,125.05,99.07,86.27,105.39,105.19,112.73,112.01,126.11,114.78,95.27,108.67,108.86,120.18,123.64,140.5,121.4,107.5,113.97,123.87,131.26,139.66,157.97,134.27,108.02,137.75,138.2,138.92,149.86,160.67,132.83,115.15,134.72,134.79,140.59,151.08,144.39,107.6,108.4,131.36,133.51,142.06,145.64,162.75,141.72,116.62,139.45,146.56,150.73,147.89,158.81,153,128.59,144.94,147.3,142.88,145.12,164.59,154.92,130.33,146.59,147.12,151.08,157.32,173.91,152.8,129.62,143.94,152.29,155.66,151.15,171.62,146.33,132.81,144.51,146.42,148.72,154.47,174.98,160.49,135.81,146.1,146.46,150.54,154.2,166.87,156.74,131.5,142.15,147.73,153,156.43,174.23,152.99,130.39,142.95,151.98,152.75,157.15,180.24,150.59,131.2,129.78,152.57,146.23,151.91,158.72,132.85,107.71,128.75,131.77,134.79,137.37,158.54,145.44,117.72,125.47,133.71,139.88,135.07,152.6,142.95,115.96,128.85,132.06,135.16,137.59,156.56,144.28,107.33,122.75,128.63,130.3,130.09,154.58,135.05,102.07,118.12,122.84,129.25,132.58,150.37,142.87,105.72,119.55,123.57,124.89,129.69,143.13,142.47,108.08,114.35,120.91,124.26,129.25,148.3,136.24,101.74,113.46,112.46,107.22,113.89,127.85,118,94.96,103.81,109.34,120.36,104.37,126.27,115.69,87.15,100.12,101.23,103.84,104.73,120.14,112.95,82.65,103.6,111.68,117.9,51.81,95.37,94.84,83.9,101.12,104.74,111,106.91,127.37,117.03,86.94,100.31,104.74,108.89,109.84,123.44,118.52,85.11,104.93,109.63,116.24,117.32,133.54,118.08,92.75,125.04,132.62,142.83,102.08,47.77,88.9,82.71,113.76,113.03,117.55,112.14,77.19,96,82.3,100.76,103.73,103.06,105.69,117.46,109.34,89.06,98.83,102.36,116.84,112.1,123.5,115.43,92.62,110.38,105.28,103.4,105.44,124.62,119.95,84.84,101.58,105.64,105.26,106.99,122.69,114.56,90.18,102.15,105.12,110.74,109.28,124.48,120.07,88.89,104.38,109.39,115.69,109.12,112.83,50.53,50.43,78.41,106.89,113.73,115.74,130.05,126.98,96.92,104.4
"801","city","Seattle","transit","","Washington","United States",100,96.87,91.73,98.76,101.14,87.91,74.18,85.34,96.4,101,96.28,101.77,84.87,67.68,91.74,90.86,91.42,94.16,101.58,82.44,69.04,86.72,87.53,91.01,96.06,100.93,88.72,74.21,87.83,91.12,93.78,96.92,106.16,87.23,77.76,93.15,99.91,100.33,100.63,106.4,86.98,70.28,87.48,91.37,92.77,98.57,104.73,101.58,72.42,80.1,79.48,79.71,75.94,75.1,71.83,56.04,65.82,63.26,59.54,53.57,50.86,41.79,35.71,37.39,31.54,30.28,28.25,28.76,24.23,20.55,23.25,21.11,19.25,17.98,17.77,15.88,15.89,17.38,17.2,17.98,17.33,17.59,15.43,14.52,18.36,18.04,17.65,17.9,17.79,16.11,14.29,17.78,17.71,17.37,18.58,17.9,16.59,15.73,18.92,17.55,16.27,17.39,18.34,15.96,16.48,18.32,18.23,18.66,18.65,19.91,17.27,16.14,20.77,20.31,19.37,21.27,21.44,21.04,18.22,NA,NA,20.82,21.23,21.39,18.69,18.53,21.87,21.87,21.28,21.53,21.71,20.75,19.92,19.45,24.3,25.16,24.79,25.85,22.61,20.83,25.81,25.55,28.45,25.48,27.79,25.66,24.47,27.85,27.54,30.25,30.6,34.59,27.67,27.11,28.87,30.78,32.19,33.96,35.81,29.91,27.1,35.88,35.32,34.62,35.14,35.92,30.13,28.89,35.21,33.39,33.79,34.12,35.62,27.09,27.62,34.91,33.86,35.28,34.47,35.64,32.38,28.02,36.36,36.02,36.07,35.87,34.32,33.16,30.94,36.23,37.1,37.56,34.8,35.14,35.13,32.06,38.23,37.99,38.04,37.71,38.05,35.96,32.76,39.55,38.8,40,36.97,39.33,34.8,32.96,38.73,38.36,36.88,39.27,39.95,38.22,34.7,40.48,40.16,39.93,40.14,40.13,38.62,33.52,39.32,40.8,40.65,42.01,41.55,36.73,34.07,40.28,42.16,41,42.33,44.71,39.88,36.61,37.74,41.74,40.84,40.92,39.14,31.78,30.2,37.04,37.18,39.12,41.53,39.67,41.62,39.2,42.03,43.23,39.24,41.26,42.02,40.59,37.54,43.81,43.72,41.29,40.44,43.31,40.58,34.15,39.83,39.81,39.23,38.61,42.86,37.5,29.92,37.2,35.41,37.3,37.97,40.94,40.13,32.58,36,36.08,35.21,38.43,38.01,38.27,31.66,35.56,35.27,36.41,36.38,39.44,36.85,31.83,36.05,31.89,33.06,35.06,37.06,34.66,31.06,33.33,34.02,36.91,31.46,37.57,32.86,28.01,30.26,30.03,29.58,30.67,32.58,31.23,25.17,29.44,30.58,28.69,18.21,27.91,26.76,27.1,29.9,29.91,31.22,28.63,33.5,30.19,26.91,31.16,29.57,31.1,28.73,30.68,28.9,25.78,31.11,30.44,31.66,30.74,31.2,28.5,26.64,30.37,32.76,30.3,24.88,14.57,24.67,24.23,31.95,29.9,29.41,28.69,22.41,27.1,26.96,31.76,32.03,31.58,32.15,33.18,31.3,26.74,31.39,31.62,33.92,32.39,34.88,33.01,28.71,33,33.16,32.31,30.61,35.45,33.8,26.72,32.11,32.86,32.04,30.27,33.91,29.59,26.99,32.28,32.73,34.18,32.62,35.76,34.23,28.78,32.78,33.88,34.82,33.33,37.29,49.65,40.77,34.58,35.54,36.15,35.95,36.31,36.3,31.02,34.69
"802","city","Seattle","walking","","Washington","United States",100,101.74,100.47,125.25,150.39,174.37,132.22,122.04,115.95,126.74,121.26,148.77,170.89,121.07,114.66,117.38,119.62,127.65,143.28,154.66,108.4,112.19,108.85,111.29,123.31,151.07,169.39,127.87,114.66,118.01,125.83,131.99,184.57,189.01,152.06,138.51,133.76,135.58,144.37,171.66,179.37,116,114.48,126.12,132,147.3,164.04,183,127.69,101.48,105.59,112.78,109.89,124.29,133.27,96.77,96.96,88.98,85.09,83.14,78.95,79.5,63.24,62.35,57.84,61.13,59.96,62.79,57.37,43.04,45.48,41.79,41.88,37.05,40.6,39.17,42.22,35.77,39.71,43.58,40.28,42.21,47.28,40.69,48.13,45.97,49.98,52.36,55.99,50.52,43.19,48.16,49.02,50.01,53.43,54.6,49.45,50.53,55.53,44.81,39.87,47.08,53.89,56.06,48.87,51.01,49.9,52.06,53.93,64.24,48.46,51.95,53.93,61.32,55.42,66.77,76.66,78.63,60.05,NA,NA,67.86,69.25,86.71,67.69,69.87,72.9,74.29,69.66,70.51,84.35,82.13,74.97,58.86,77.31,86.57,85.1,97.71,86,69.96,83.55,80.93,89.71,85.5,99.62,101.32,81.01,83.84,81.2,97.67,96.07,124.78,99.12,93.09,83.95,95.4,105.24,110.79,128.41,109.94,87,108.77,111.5,109.98,122.04,122.84,101.58,95.28,104.96,100.36,102.71,110.56,112.66,89,90.9,106.85,102.44,111.7,113.03,128.28,117.23,95.28,113.95,115.11,119.1,113.27,122.59,129.82,106.83,114.52,113.09,109.9,110.65,124.78,127.75,106.97,114.74,115.7,117.91,117.82,132.01,127.79,107.51,115.72,121.61,123.71,111.29,135.24,124.21,115.83,114.81,113.97,114.2,123.23,142.11,135.25,110.97,116.99,119.81,120.62,120.89,134.27,135,115.91,115.06,123.67,122.05,127.21,144.54,136.21,113.91,117.03,125.79,125.28,131.25,147.69,143.1,130.12,115.71,114.19,116.89,119.19,127.15,113.04,90.75,99.07,105.53,108.82,112.06,129.54,137.48,115.76,110.59,119.7,107.09,116.75,135.8,143.63,114.59,118.22,115.98,112.35,116.48,139.92,138.13,101.02,105.7,108.81,107.61,113.23,138.63,135.78,94.67,105.88,100.36,108.34,116.14,137.51,140.51,100.07,98.81,106.15,103.57,112.07,128.13,136.39,99.35,97.12,102.99,103.37,109.9,131.35,138.47,99.22,99.98,89.78,88.81,93.57,117.96,117.74,95.04,88.31,93.51,103.14,88.36,117.63,113.69,83.88,83.76,84.52,84.24,90.4,102.33,108.82,71.97,88.08,91.06,96.17,41.16,88.05,88.34,77.53,88.07,91.79,97.92,94.7,112.31,113.74,80.76,90.27,91.2,96.29,96.53,111.55,113.7,74.58,96.7,100.21,102.66,106.36,114.94,109.33,84.9,100.62,113.61,112.8,87.28,35.57,77.81,71.39,97.53,95.36,98.38,98.55,70.34,82.34,73.41,83.68,84.32,89.57,91.18,98.4,100.03,81.1,81.71,85.7,95.45,94.29,105.91,108.66,87.77,94.16,87.38,86.34,84.25,104.97,111.08,72.96,82.28,83.77,86.69,86.39,102.75,102.2,77.41,81.77,82.25,92.17,85.75,108.35,108.9,81.2,84.47,90.89,95.51,86.73,103.37,101.27,82.71,72.99,92.04,94.78,90.76,110.04,125.27,90.18,85.89
"817","city","Spokane","driving","","Washington","United States",100,112.97,113.47,106.94,124.17,109.34,84.61,102.12,108.44,107.1,111.06,130.37,129.41,87.85,104.23,106.16,108.45,113.28,130.7,126.78,81.22,105.35,123.63,108.15,115.29,134.74,132.06,94.83,109.19,112.82,119.36,124.38,153.62,144.6,105.98,118.99,115.39,118.07,124.4,143.25,142.35,96.02,108.8,115.72,121.83,125.31,151.99,151.67,101.58,112.73,118.24,124.09,128.42,150.74,136.54,97.12,113.68,118.37,113.22,111.45,115.56,86.62,66.88,88.46,82.8,82.57,84.2,91.06,74.38,55.72,69.33,67.56,60.96,57.45,61.65,51.45,43.06,56.42,58.01,61.74,62.97,66.88,57.95,44.64,63.27,64.79,68.09,69.8,80.08,68.75,42.13,68.81,70.07,80.54,81.84,87.78,77.02,61.65,80.42,81.23,80.35,84.38,92.65,80.98,67.11,85.24,88.02,91.32,93.51,106.55,89.45,71.35,95.42,100.12,90.61,103.99,119.18,104.49,78.67,NA,NA,106.5,109.24,126.75,109.96,82.82,111.84,120.22,113.5,123.71,135.81,115.79,92.64,96.39,129.31,132.87,137.46,151.51,121.22,99.75,131.54,132.02,140.24,142.54,158.73,144.97,109.18,139.4,141.13,151.16,151.52,165.94,143.95,117.69,145.49,150.12,159,165.16,183.11,158.95,116.64,158.42,163.21,165.3,174.87,185.99,158.92,127.01,160.38,163.09,168.05,176.86,163.19,108.93,118.82,159.56,162.65,170.83,174.76,191.5,166.87,134.75,164.61,166.91,172.52,173.16,186.74,158.87,131.8,164.81,165.9,171.27,173.38,189.24,163.3,132.94,164.26,169.58,172.63,175.44,194.45,165.41,138,171.62,178.65,176.74,177.86,195.51,166.86,139.25,171.36,172.73,171.58,179.68,200.56,171.54,142.5,171.54,173.46,173.88,184.33,198.27,174.23,141.47,168.96,174.24,181.93,189.28,205.69,179,147.73,174.23,174.81,176.97,186.42,208.87,176.47,144.54,171.3,181.98,173.56,179.14,204.31,160.68,115.39,149.95,151.8,159.1,162.1,187.88,173.01,129.43,154.37,154.87,154.11,161.65,179.15,168.11,124.74,146.68,149.56,152.23,158.81,183.61,161.84,121.85,142.94,147.11,148.4,151.85,185.25,151.77,117.65,141.07,133.61,145.7,154.25,177.63,162.15,115.07,138.98,141.32,145.36,154.58,155.87,136.7,104.6,132.76,135.65,137.64,145.58,188.8,150.86,102.94,128.2,127.4,121.26,124.21,146.98,129.58,87.64,117.57,114.92,127.75,112.22,128.87,121.63,86.74,111.09,110.06,109.18,113.13,133.27,114.29,81.52,110.1,120.66,125.42,48.26,103.69,100.25,81.65,103.18,116.68,111.39,113.77,132.76,115.74,81.14,106.94,112.05,113.85,115.13,127.69,119.57,82.75,108.88,112.04,120.52,125.31,147.57,124.56,92.31,128.48,134.39,138.91,95.9,41.97,83.21,78.48,112.13,117.15,97.53,108.18,80.16,98.04,81.86,112.52,112.93,110.66,110.31,124.6,110.61,84.7,108.25,108.78,113.61,119.97,135.1,121.65,92.92,120.78,111.13,112.06,114.25,135.11,121.09,85.11,106.99,107.55,107.43,114.15,134.77,124.14,91.45,114.94,114.49,118.84,117.2,139.44,121.45,83.68,110.77,112.57,118.8,120.65,139.18,124.91,98.14,90.63,105.02,110.82,117.52,129.48,125.23,94.58,116.27
"818","city","Spokane","transit","","Washington","United States",100,97,93.94,88.57,90.73,63.45,53.13,72.78,84.89,81.1,76.3,82.62,67.98,58.77,75.2,79.88,71.51,81.99,81.04,72.25,64.98,77.41,85.47,104.32,76.41,88.41,72.46,57.08,80.31,82.52,81.2,83.36,74.04,77.3,62.14,80.78,82.04,83.15,89.68,84.41,75.04,51.66,81.25,73.57,78.04,75.36,92.36,76.09,51.29,76.83,75.93,89.42,79.62,89.26,68.72,56.56,71.41,76.83,69.4,70.56,69.14,53.5,39.02,56.08,38.44,42.18,39.18,35.33,30.28,25.28,28.44,25.86,26.54,26.22,27.65,25.22,21.38,26.96,21.27,23.75,31.44,30.75,24.7,21.91,28.12,26.59,27.91,29.12,29.44,30.91,21.33,24.91,28.12,28.54,26.86,31.65,28.8,25.22,41.71,34.18,25.65,25.96,26.01,25.54,25.54,27.07,32.54,28.91,29.81,29.38,25.7,20.96,39.18,39.86,29.07,35.39,32.96,30.12,25.7,NA,NA,29.28,30.96,36.39,34.86,28.86,41.6,33.7,32.49,36.86,40.81,34.12,34.07,29.54,45.23,44.76,51.87,49.39,40.07,31.02,47.08,43.13,45.29,44.44,45.81,46.23,41.6,44.55,43.34,50.13,47.66,52.13,45.87,42.71,49.87,51.03,59.93,62.88,55.98,46.45,45.18,61.56,56.19,60.98,64.51,56.24,51.66,35.55,54.34,55.56,53.66,48.92,43.39,30.49,32.44,49.97,47.71,46.87,48.66,52.13,42.92,37.97,50.76,52.55,47.13,47.92,47.34,41.92,39.34,45.23,45.39,49.08,44.29,55.87,43.34,37.6,47.81,47.97,51.24,42.5,50.29,42.97,36.91,52.13,52.24,47.97,50.45,47.66,43.39,38.34,51.13,39.65,44.13,42.13,50.18,43.44,36.33,50.45,44.6,46.45,56.82,53.98,43.34,35.97,47.34,51.29,52.08,46.81,54.61,46.87,35.28,50.92,51.92,54.03,46.97,50.87,45.23,37.34,38.86,51.87,55.29,55.24,52.82,42.5,30.12,45.5,51.66,49.71,47.55,53.66,51.55,46.97,58.35,53.92,54.71,54.03,49.39,55.29,42.18,48.55,51.45,48.55,48.6,49.76,48.39,35.81,48.87,51.4,53.13,54.19,61.03,43.39,35.49,49.24,51.92,51.34,50.92,53.13,48.13,35.28,50.92,49.18,57.45,50.97,53.61,43.18,35.07,44.87,52.13,48.82,45.6,51.45,49.34,39.07,49.5,43.5,46.5,49.24,48.45,46.29,31.81,45.81,44.66,43.23,41.81,45.08,40.49,35.49,50.18,41.07,39.44,48.08,48.92,40.13,33.86,45.97,48.24,38.86,18.8,38.44,36.65,38.39,42.76,46.18,44.76,36.55,42.71,37.91,34.39,44.18,41.81,41.71,42.23,40.49,35.76,31.6,40.07,34.81,47.18,41.13,38.97,36.86,31.6,43.5,46.08,40.28,33.7,19.27,37.23,28.17,49.82,49.76,46.02,44.02,33.54,36.12,33.28,42.81,57.71,47.02,41.86,47.55,36.02,34.81,44.87,49.87,42.81,49.45,46.18,34.39,33.54,45.66,46.45,39.71,46.71,49.5,40.39,27.38,44.39,47.08,39.39,48.71,49.45,43.34,34.18,46.81,39.76,45.97,45.23,45.08,43.39,31.75,44.87,43.34,47.92,45.6,45.13,41.07,43.18,51.08,56.24,44.08,52.92,52.08,39.02,40.97,52.08
"819","city","Spokane","walking","","Washington","United States",100,106.02,121.79,111.83,139.7,141.04,96.47,112.89,113.98,108.96,115.2,153.53,187.86,96.32,102.59,114.33,111.02,124.69,156.77,164.04,94.44,106.18,110.74,117.32,120.6,153.28,170.22,98.72,116.42,123.85,128.03,137.55,187.58,215.7,143.98,143.2,137.17,133.55,153.53,194.32,192.73,98.16,111.67,124.94,138.11,151.65,209.61,219.16,116.79,118.35,136.99,143.7,156.15,208.77,174.56,109.64,143.38,128.87,137.7,129.24,124.28,96.38,65.7,84.36,85.89,89.29,88.45,94.35,76.69,63.05,69.82,67.54,54.31,56.37,57.46,49.72,48.25,50.47,53.4,64.26,59.49,63.42,60.05,44.1,67.73,70.38,78.46,80.27,81.93,65.95,41.89,68.95,64.79,70.85,76,93.98,67.85,58.71,77.62,81.09,65.76,76.25,89.04,64.89,62.36,79.59,81.74,81.24,91.2,99.88,87.83,66.07,94.41,93.38,73.03,92.45,113.61,98.81,73,NA,NA,101.81,98.53,126.25,106.77,75.66,118.01,126.62,105.81,128.9,122.16,115.92,95.13,90.11,133.4,139.08,141.1,145.57,120.01,118.29,131.96,136.36,149.13,140.51,164.26,161.17,111.49,137.45,139.42,152.97,152.31,168.07,140.7,117.88,137.86,147.1,158.61,173.35,198.1,163.64,117.13,160.86,163.95,172,181.21,183.83,164.86,123.78,151.47,164.64,170.35,164.17,152.12,102.5,112.39,154.12,161.24,164.26,168.51,194.23,161.74,124.56,169.32,169.38,171.41,166.26,190.39,168.63,126.4,164.76,165.98,177.47,170.76,200.16,166.64,127.34,169.85,168.38,169.48,166.95,197.35,165.7,131.02,176.56,186.14,175.53,177.72,209.83,175.06,126.69,179,179.59,180.09,186.2,213.98,187.7,139.42,168.7,171.91,181.37,189.86,212.95,192.51,143.57,184.46,195.22,212.77,221.44,240.26,211.99,168.26,192.6,194.04,182.18,205.27,232.93,201.62,178.03,157.08,186.74,194.66,194.35,224.28,176.72,107.46,148.44,158.52,170.91,167.29,214.11,204.74,150.5,171.79,173.22,170.69,174.59,191.7,211.33,137.33,165.2,165.61,174.72,173.85,207.05,205.21,126.15,158.93,169.94,164.89,169.38,216.14,181.24,123.72,150.59,152.31,169.41,165.39,207.15,190.7,130.21,155.27,160.36,165.95,159.49,178.37,179.71,114.45,150.78,151.22,150.81,162.17,191.89,202.47,118.57,142.23,148.25,131.77,135.83,171.5,161.83,94.13,130.87,124.75,134.86,127.03,146.85,146,99.56,123.06,125.22,117.26,122.44,152.09,124.25,89.14,115.92,134.27,138.86,52.15,115.14,117.35,86.36,109.49,138.64,135.08,133.71,147.75,125.81,87.14,120.91,134.18,127.56,139.7,144.07,133.49,87.95,128.59,128.81,138.01,135.24,158.55,141.48,103.96,143.85,149.84,150.31,105.46,42.95,86.52,76.12,116.73,117.98,109.33,128.5,90.73,101.03,90.23,121,123.25,120.04,126.59,129.12,116.89,93.41,113.48,116.67,127.43,129.12,136.77,132.99,110.46,134.21,120.22,115.51,125.12,143.57,132.21,86.95,107.33,113.05,109.64,117.57,142.45,134.21,103.37,130.93,119.29,118.95,127.84,160.71,143.7,87.52,118.48,128.5,125.69,126.31,145.85,136.7,111.52,99.41,108.15,117.23,122.47,150.72,152.4,105.34,122.94
